OrderID,CustomerID,ProductID,OrderDate,ShipDate,Quantity,GrossRevenue,DiscountPct,NetRevenue,COGS,GrossMargin,LeadTimeDays,ShipMode
ORD-00673,CUST-007,GFV-G003,2023-09-25,2023-09-28,10,69.9,0.05,66.41,28.0,38.41,3,Air
ORD-00674,CUST-002,GFV-A003,2023-09-16,2023-09-18,20,189.8,0,189.8,70.0,119.8,2,Sea
ORD-00675,CUST-019,GFV-N002,2023-09-26,2023-09-30,10,89.9,0.1,80.91,35.0,45.91,4,Road
ORD-00676,CUST-008,GFV-G002,2023-09-08,2023-09-12,50,399.5,0,399.5,150.0,249.5,4,Sea
ORD-00677,CUST-005,GFV-A001,2023-09-16,2023-09-20,5,39.95,0.15,33.96,14.0,19.96,4,Sea
ORD-00678,CUST-005,GFV-S004,2023-09-16,2023-09-23,50,449.5,0,449.5,175.0,274.5,7,Sea
ORD-00679,CUST-012,GFV-S001,2023-09-27,2023-09-30,20,259.8,0,259.8,90.0,169.8,3,Air
ORD-00680,CUST-010,GFV-C001,2023-09-22,2023-10-02,20,499.8,0.05,474.81,180.0,294.81,10,Air
ORD-00681,CUST-013,GFV-N001,2023-09-28,2023-10-03,50,1249.5,0.15,1062.08,500.0,562.08,5,Road
ORD-00682,CUST-015,GFV-N002,2023-09-16,2023-09-19,5,44.95,0,44.95,17.5,27.45,3,Sea
ORD-00683,CUST-008,GFV-N003,2023-09-02,2023-09-07,1,11.99,0,11.99,4.5,7.49,5,Sea
ORD-00684,CUST-013,GFV-O004,2023-09-15,2023-09-27,5,99.95,0,99.95,37.5,62.45,12,Sea
ORD-00685,CUST-007,GFV-A002,2023-10-13,2023-10-19,50,449.5,0,449.5,160.0,289.5,6,Road
ORD-00686,CUST-019,GFV-F003,2023-10-08,2023-10-12,10,79.9,0.05,75.91,32.0,43.91,4,Sea
ORD-00687,CUST-008,GFV-O002,2023-10-14,2023-10-21,5,149.95,0,149.95,50.0,99.95,7,Sea
ORD-00688,CUST-016,GFV-G002,2023-10-19,2023-10-26,5,39.95,0,39.95,15.0,24.95,7,Courier
ORD-00689,CUST-004,GFV-G002,2023-10-28,2023-11-01,2,15.98,0.1,14.38,6.0,8.38,4,Sea
ORD-00690,CUST-020,GFV-A003,2023-10-14,2023-10-19,10,94.9,0.1,85.41,35.0,50.41,5,Courier
ORD-00691,CUST-016,GFV-C002,2023-10-10,2023-10-14,10,229.9,0.1,206.91,85.0,121.91,4,Air
ORD-00692,CUST-009,GFV-A003,2023-10-07,2023-10-15,2,18.98,0.1,17.08,7.0,10.08,8,Road
ORD-00693,CUST-011,GFV-F001,2023-10-12,2023-10-16,5,34.95,0.05,33.2,15.0,18.2,4,Road
ORD-00694,CUST-012,GFV-A001,2023-10-28,2023-11-04,10,79.9,0.05,75.91,28.0,47.91,7,Sea
ORD-00695,CUST-007,GFV-N002,2023-10-25,2023-10-29,10,89.9,0.1,80.91,35.0,45.91,4,Air
ORD-00696,CUST-009,GFV-S001,2023-10-13,2023-10-19,50,649.5,0.05,617.02,225.0,392.02,6,Road
ORD-00697,CUST-012,GFV-C003,2023-10-14,2023-10-20,2,39.98,0,39.98,15.0,24.98,6,Road
ORD-00698,CUST-014,GFV-A002,2023-10-11,2023-10-17,20,179.8,0,179.8,64.0,115.8,6,Courier
ORD-00699,CUST-008,GFV-A001,2023-10-25,2023-11-03,10,79.9,0.05,75.91,28.0,47.91,9,Sea
ORD-00700,CUST-004,GFV-S004,2023-10-06,2023-10-15,20,179.8,0.15,152.83,70.0,82.83,9,Air
ORD-00701,CUST-003,GFV-C003,2023-10-07,2023-10-10,50,999.5,0.05,949.52,375.0,574.52,3,Air
ORD-00702,CUST-011,GFV-C003,2023-10-01,2023-10-09,2,39.98,0.05,37.98,15.0,22.98,8,Air
ORD-00703,CUST-008,GFV-S004,2023-10-21,2023-10-31,5,44.95,0,44.95,17.5,27.45,10,Sea
ORD-00704,CUST-004,GFV-C002,2023-10-05,2023-10-10,20,459.8,0.15,390.83,170.0,220.83,5,Road
ORD-00705,CUST-019,GFV-N003,2023-10-28,2023-11-02,50,599.5,0.05,569.52,225.0,344.52,5,Sea
ORD-00706,CUST-004,GFV-A002,2023-10-31,2023-11-07,10,89.9,0.1,80.91,32.0,48.91,7,Courier
ORD-00707,CUST-011,GFV-O001,2023-10-17,2023-10-23,10,149.9,0,149.9,55.0,94.9,6,Air
ORD-00708,CUST-008,GFV-S001,2023-10-15,2023-10-19,5,64.95,0,64.95,22.5,42.45,4,Sea
ORD-00709,CUST-011,GFV-G001,2023-10-12,2023-10-16,50,699.5,0.15,594.57,250.0,344.57,4,Courier
ORD-00710,CUST-008,GFV-F002,2023-10-10,2023-10-11,10,99.9,0.1,89.91,38.0,51.91,1,Road
ORD-00711,CUST-012,GFV-O002,2023-10-07,2023-10-12,5,149.95,0.1,134.95,50.0,84.95,5,Courier
ORD-00712,CUST-006,GFV-O003,2023-10-27,2023-10-31,20,699.8,0.05,664.81,260.0,404.81,4,Road
ORD-00713,CUST-011,GFV-F001,2023-10-10,2023-10-16,10,69.9,0.15,59.42,30.0,29.42,6,Sea
ORD-00714,CUST-013,GFV-A002,2023-10-05,2023-10-09,10,89.9,0.1,80.91,32.0,48.91,4,Courier
ORD-00715,CUST-004,GFV-N003,2023-10-07,2023-10-11,1,11.99,0.2,9.59,4.5,5.09,4,Road
ORD-00716,CUST-008,GFV-C001,2023-10-09,2023-10-11,5,124.95,0,124.95,45.0,79.95,2,Courier
ORD-00717,CUST-007,GFV-N001,2023-10-07,2023-10-11,100,2499.0,0.05,2374.05,1000.0,1374.05,4,Air
ORD-00718,CUST-014,GFV-S001,2023-10-11,2023-10-13,2,25.98,0.1,23.38,9.0,14.38,2,Air
ORD-00719,CUST-004,GFV-F001,2023-10-18,2023-10-23,50,349.5,0.1,314.55,150.0,164.55,5,Air
ORD-00720,CUST-008,GFV-O004,2023-10-25,2023-11-01,5,99.95,0.2,79.96,37.5,42.46,7,Sea
ORD-00721,CUST-002,GFV-A004,2023-10-15,2023-10-22,100,699.0,0.05,664.05,250.0,414.05,7,Road
ORD-00722,CUST-013,GFV-C002,2023-10-30,2023-11-03,20,459.8,0.05,436.81,170.0,266.81,4,Air
ORD-00723,CUST-006,GFV-O001,2023-10-09,2023-10-14,50,749.5,0.15,637.07,275.0,362.07,5,Sea
ORD-00724,CUST-008,GFV-C001,2023-10-04,2023-10-07,5,124.95,0,124.95,45.0,79.95,3,Air
ORD-00725,CUST-001,GFV-C002,2023-10-13,2023-10-21,10,229.9,0.1,206.91,85.0,121.91,8,Sea
ORD-00726,CUST-005,GFV-N001,2023-10-12,2023-10-20,2,49.98,0.05,47.48,20.0,27.48,8,Air
ORD-00727,CUST-004,GFV-N003,2023-10-02,2023-10-06,20,239.8,0,239.8,90.0,149.8,4,Sea
ORD-00728,CUST-015,GFV-G003,2023-10-11,2023-10-23,5,34.95,0.15,29.71,14.0,15.71,12,Sea
ORD-00729,CUST-007,GFV-S001,2023-10-01,2023-10-08,5,64.95,0,64.95,22.5,42.45,7,Courier
ORD-00730,CUST-013,GFV-S003,2023-10-18,2023-10-22,10,119.9,0.05,113.91,40.0,73.91,4,Road
ORD-00731,CUST-017,GFV-A002,2023-10-24,2023-10-29,50,449.5,0.05,427.02,160.0,267.02,5,Air
ORD-00732,CUST-006,GFV-F001,2023-10-17,2023-10-20,10,69.9,0.05,66.41,30.0,36.41,3,Courier
ORD-00733,CUST-001,GFV-O001,2023-10-24,2023-10-27,20,299.8,0,299.8,110.0,189.8,3,Air
ORD-00734,CUST-016,GFV-S003,2023-10-22,2023-11-03,10,119.9,0.05,113.91,40.0,73.91,12,Sea
ORD-00735,CUST-008,GFV-F003,2023-10-20,2023-10-24,2,15.98,0.05,15.18,6.4,8.78,4,Air
ORD-00736,CUST-004,GFV-C002,2023-10-02,2023-10-10,5,114.95,0.05,109.2,42.5,66.7,8,Air
ORD-00737,CUST-016,GFV-A004,2023-10-02,2023-10-08,10,69.9,0.05,66.41,25.0,41.41,6,Road
ORD-00738,CUST-012,GFV-C003,2023-10-02,2023-10-06,1,19.99,0.15,16.99,7.5,9.49,4,Courier
ORD-00739,CUST-002,GFV-A003,2023-10-30,2023-11-08,2,18.98,0.05,18.03,7.0,11.03,9,Courier
ORD-00740,CUST-014,GFV-A002,2023-10-27,2023-10-31,5,44.95,0,44.95,16.0,28.95,4,Air
ORD-00741,CUST-019,GFV-N002,2023-10-27,2023-10-31,2,17.98,0.1,16.18,7.0,9.18,4,Courier
ORD-00742,CUST-013,GFV-A001,2023-10-07,2023-10-10,20,159.8,0,159.8,56.0,103.8,3,Courier
ORD-00743,CUST-013,GFV-O001,2023-10-24,2023-10-26,20,299.8,0.1,269.82,110.0,159.82,2,Courier
ORD-00744,CUST-015,GFV-N003,2023-10-29,2023-10-31,10,119.9,0,119.9,45.0,74.9,2,Sea
ORD-00745,CUST-009,GFV-O001,2023-10-18,2023-11-01,50,749.5,0.05,712.02,275.0,437.02,14,Road
ORD-00746,CUST-015,GFV-O003,2023-10-28,2023-11-01,50,1749.5,0,1749.5,650.0,1099.5,4,Sea
ORD-00747,CUST-008,GFV-N003,2023-10-19,2023-10-24,50,599.5,0,599.5,225.0,374.5,5,Courier
ORD-00748,CUST-001,GFV-C002,2023-10-15,2023-10-25,100,2299.0,0.05,2184.05,850.0,1334.05,10,Sea
ORD-00749,CUST-007,GFV-S004,2023-10-29,2023-11-02,5,44.95,0,44.95,17.5,27.45,4,Road
ORD-00750,CUST-011,GFV-A001,2023-10-30,2023-11-05,5,39.95,0,39.95,14.0,25.95,6,Road
ORD-00751,CUST-008,GFV-A001,2023-10-05,2023-10-08,5,39.95,0,39.95,14.0,25.95,3,Road
ORD-00752,CUST-012,GFV-S003,2023-10-03,2023-10-09,20,239.8,0.1,215.82,80.0,135.82,6,Courier
ORD-00753,CUST-017,GFV-G001,2023-10-06,2023-10-11,10,139.9,0.15,118.92,50.0,68.92,5,Road
ORD-00754,CUST-012,GFV-C003,2023-10-02,2023-10-09,20,399.8,0.15,339.83,150.0,189.83,7,Road
ORD-00755,CUST-008,GFV-C004,2023-10-12,2023-10-21,50,899.5,0,899.5,350.0,549.5,9,Air
ORD-00756,CUST-008,GFV-F002,2023-10-21,2023-10-29,10,99.9,0,99.9,38.0,61.9,8,Sea
ORD-00757,CUST-005,GFV-C002,2023-10-11,2023-10-16,20,459.8,0.2,367.84,170.0,197.84,5,Courier
ORD-00758,CUST-011,GFV-S004,2023-10-25,2023-10-31,10,89.9,0.1,80.91,35.0,45.91,6,Sea
ORD-00759,CUST-009,GFV-G002,2023-10-05,2023-10-09,1,7.99,0,7.99,3.0,4.99,4,Air
ORD-00760,CUST-015,GFV-S001,2023-10-13,2023-10-18,20,259.8,0.05,246.81,90.0,156.81,5,Sea
ORD-00761,CUST-012,GFV-N003,2023-11-16,2023-11-20,20,239.8,0.1,215.82,90.0,125.82,4,Sea
ORD-00762,CUST-015,GFV-F003,2023-11-08,2023-11-10,20,159.8,0.05,151.81,64.0,87.81,2,Air
ORD-00763,CUST-008,GFV-S003,2023-11-22,2023-11-27,5,59.95,0.05,56.95,20.0,36.95,5,Air
ORD-00764,CUST-020,GFV-A002,2023-11-25,2023-11-29,50,449.5,0.1,404.55,160.0,244.55,4,Sea
ORD-00765,CUST-016,GFV-S003,2023-11-15,2023-11-16,20,239.8,0,239.8,80.0,159.8,1,Air
ORD-00766,CUST-005,GFV-A002,2023-11-04,2023-11-11,50,449.5,0.15,382.07,160.0,222.07,7,Road
ORD-00767,CUST-016,GFV-F002,2023-11-01,2023-11-05,10,99.9,0,99.9,38.0,61.9,4,Sea
ORD-00768,CUST-005,GFV-N002,2023-11-24,2023-11-29,20,179.8,0.05,170.81,70.0,100.81,5,Sea
ORD-00769,CUST-001,GFV-A001,2023-11-23,2023-11-30,50,399.5,0.05,379.52,140.0,239.52,7,Road
ORD-00770,CUST-005,GFV-G001,2023-11-06,2023-11-08,20,279.8,0,279.8,100.0,179.8,2,Air
ORD-00771,CUST-006,GFV-A004,2023-11-03,2023-11-07,10,69.9,0,69.9,25.0,44.9,4,Road
ORD-00772,CUST-008,GFV-O002,2023-11-28,2023-12-07,10,299.9,0.1,269.91,100.0,169.91,9,Road
ORD-00773,CUST-011,GFV-S002,2023-11-16,2023-11-25,5,49.95,0.2,39.96,17.5,22.46,9,Air
ORD-00774,CUST-011,GFV-F003,2023-11-02,2023-11-05,10,79.9,0.1,71.91,32.0,39.91,3,Air
ORD-00775,CUST-007,GFV-F002,2023-11-12,2023-11-19,5,49.95,0.2,39.96,19.0,20.96,7,Road
ORD-00776,CUST-005,GFV-O002,2023-11-26,2023-11-28,50,1499.5,0.1,1349.55,500.0,849.55,2,Air
ORD-00777,CUST-005,GFV-F003,2023-11-18,2023-11-28,50,399.5,0.1,359.55,160.0,199.55,10,Air
ORD-00778,CUST-019,GFV-A002,2023-11-24,2023-11-28,50,449.5,0.1,404.55,160.0,244.55,4,Courier
ORD-00779,CUST-008,GFV-F002,2023-11-08,2023-11-14,50,499.5,0,499.5,190.0,309.5,6,Sea
ORD-00780,CUST-012,GFV-A004,2023-11-07,2023-11-13,50,349.5,0.15,297.07,125.0,172.07,6,Road
ORD-00781,CUST-011,GFV-S001,2023-11-23,2023-11-30,10,129.9,0.15,110.42,45.0,65.42,7,Sea
ORD-00782,CUST-018,GFV-F003,2023-11-21,2023-12-01,2,15.98,0.05,15.18,6.4,8.78,10,Air
ORD-00783,CUST-017,GFV-G002,2023-11-06,2023-11-10,1,7.99,0,7.99,3.0,4.99,4,Courier
ORD-00784,CUST-014,GFV-A003,2023-11-14,2023-11-18,50,474.5,0,474.5,175.0,299.5,4,Sea
ORD-00785,CUST-001,GFV-A002,2023-11-04,2023-11-07,20,179.8,0.05,170.81,64.0,106.81,3,Sea
ORD-00786,CUST-013,GFV-O001,2023-11-20,2023-11-23,2,29.98,0.1,26.98,11.0,15.98,3,Sea
ORD-00787,CUST-009,GFV-A003,2023-11-17,2023-11-25,10,94.9,0.15,80.67,35.0,45.67,8,Courier
ORD-00788,CUST-004,GFV-C002,2023-11-16,2023-11-19,10,229.9,0.2,183.92,85.0,98.92,3,Road
ORD-00789,CUST-013,GFV-S003,2023-11-14,2023-11-17,20,239.8,0,239.8,80.0,159.8,3,Courier
ORD-00790,CUST-013,GFV-O004,2023-11-28,2023-12-04,50,999.5,0.05,949.52,375.0,574.52,6,Air
ORD-00791,CUST-008,GFV-F003,2023-11-20,2023-11-27,10,79.9,0.15,67.92,32.0,35.92,7,Air
ORD-00792,CUST-009,GFV-C002,2023-11-17,2023-11-19,50,1149.5,0,1149.5,425.0,724.5,2,Courier
ORD-00793,CUST-008,GFV-G003,2023-11-24,2023-11-25,20,139.8,0,139.8,56.0,83.8,1,Road
ORD-00794,CUST-007,GFV-F002,2023-11-15,2023-11-19,10,99.9,0.05,94.91,38.0,56.91,4,Air
ORD-00795,CUST-004,GFV-A003,2023-11-23,2023-11-28,10,94.9,0.1,85.41,35.0,50.41,5,Air
ORD-00796,CUST-018,GFV-G001,2023-11-06,2023-11-14,10,139.9,0,139.9,50.0,89.9,8,Road
ORD-00797,CUST-009,GFV-G001,2023-11-15,2023-11-16,50,699.5,0.15,594.57,250.0,344.57,1,Air
ORD-00798,CUST-013,GFV-G001,2023-11-09,2023-11-13,20,279.8,0.1,251.82,100.0,151.82,4,Air
ORD-00799,CUST-009,GFV-O001,2023-11-03,2023-11-05,2,29.98,0.1,26.98,11.0,15.98,2,Sea
ORD-00800,CUST-001,GFV-S002,2023-11-13,2023-11-19,50,499.5,0.05,474.52,175.0,299.52,6,Sea
ORD-00801,CUST-004,GFV-G001,2023-11-06,2023-11-15,2,27.98,0,27.98,10.0,17.98,9,Courier
ORD-00802,CUST-003,GFV-S001,2023-11-10,2023-11-16,100,1299.0,0,1299.0,450.0,849.0,6,Road
ORD-00803,CUST-016,GFV-N003,2023-11-01,2023-11-06,50,599.5,0.05,569.52,225.0,344.52,5,Courier
ORD-00804,CUST-013,GFV-O004,2023-11-08,2023-11-11,10,199.9,0,199.9,75.0,124.9,3,Air
ORD-00805,CUST-006,GFV-A003,2023-11-08,2023-11-17,10,94.9,0.1,85.41,35.0,50.41,9,Air
ORD-00806,CUST-013,GFV-C002,2023-11-06,2023-11-09,2,45.98,0,45.98,17.0,28.98,3,Road
ORD-00807,CUST-001,GFV-O003,2023-11-11,2023-11-21,100,3499.0,0,3499.0,1300.0,2199.0,10,Road
ORD-00808,CUST-013,GFV-A001,2023-11-20,2023-11-26,20,159.8,0,159.8,56.0,103.8,6,Courier
ORD-00809,CUST-018,GFV-C003,2023-11-24,2023-11-30,20,399.8,0,399.8,150.0,249.8,6,Courier
ORD-00810,CUST-008,GFV-N003,2023-11-27,2023-11-29,2,23.98,0.05,22.78,9.0,13.78,2,Air
ORD-00811,CUST-007,GFV-O003,2023-11-23,2023-12-02,10,349.9,0.1,314.91,130.0,184.91,9,Air
ORD-00812,CUST-019,GFV-N002,2023-11-04,2023-11-10,100,899.0,0.05,854.05,350.0,504.05,6,Road
ORD-00813,CUST-007,GFV-N002,2023-11-14,2023-11-20,10,89.9,0.05,85.41,35.0,50.41,6,Sea
ORD-00814,CUST-011,GFV-A003,2023-11-20,2023-11-26,10,94.9,0.1,85.41,35.0,50.41,6,Sea
ORD-00815,CUST-004,GFV-C004,2023-11-23,2023-11-27,1,17.99,0.05,17.09,7.0,10.09,4,Air
ORD-00816,CUST-015,GFV-O003,2023-11-24,2023-12-02,10,349.9,0,349.9,130.0,219.9,8,Sea
ORD-00817,CUST-013,GFV-F001,2023-11-01,2023-11-07,20,139.8,0,139.8,60.0,79.8,6,Road
ORD-00818,CUST-013,GFV-F003,2023-11-25,2023-11-26,10,79.9,0.05,75.91,32.0,43.91,1,Air
ORD-00819,CUST-007,GFV-F003,2023-11-27,2023-11-30,50,399.5,0.05,379.52,160.0,219.52,3,Courier
ORD-00820,CUST-004,GFV-S001,2023-11-26,2023-11-27,20,259.8,0.15,220.83,90.0,130.83,1,Road
ORD-00821,CUST-008,GFV-G002,2023-11-15,2023-11-23,2,15.98,0.05,15.18,6.0,9.18,8,Road
ORD-00822,CUST-005,GFV-A004,2023-11-18,2023-11-23,5,34.95,0.15,29.71,12.5,17.21,5,Road
ORD-00823,CUST-006,GFV-C001,2023-11-03,2023-11-15,5,124.95,0,124.95,45.0,79.95,12,Sea
ORD-00824,CUST-004,GFV-C004,2023-11-19,2023-11-25,50,899.5,0.1,809.55,350.0,459.55,6,Road
ORD-00825,CUST-008,GFV-N001,2023-11-23,2023-11-24,50,1249.5,0,1249.5,500.0,749.5,1,Road
ORD-00826,CUST-004,GFV-O001,2023-11-07,2023-11-12,20,299.8,0.1,269.82,110.0,159.82,5,Air
ORD-00827,CUST-015,GFV-N002,2023-11-15,2023-11-20,5,44.95,0,44.95,17.5,27.45,5,Courier
ORD-00828,CUST-007,GFV-F003,2023-11-24,2023-12-03,2,15.98,0.15,13.58,6.4,7.18,9,Sea
ORD-00829,CUST-009,GFV-G001,2023-11-07,2023-11-14,50,699.5,0,699.5,250.0,449.5,7,Road
ORD-00830,CUST-016,GFV-C003,2023-11-30,2023-12-01,5,99.95,0.15,84.96,37.5,47.46,1,Air
ORD-00831,CUST-014,GFV-C001,2023-11-17,2023-11-24,10,249.9,0,249.9,90.0,159.9,7,Sea
ORD-00832,CUST-006,GFV-N003,2023-11-11,2023-11-14,5,59.95,0.05,56.95,22.5,34.45,3,Air
ORD-00833,CUST-006,GFV-C001,2023-11-09,2023-11-12,100,2499.0,0.05,2374.05,900.0,1474.05,3,Air
ORD-00834,CUST-011,GFV-F001,2023-11-07,2023-11-12,2,13.98,0.1,12.58,6.0,6.58,5,Road
ORD-00835,CUST-002,GFV-A002,2023-11-19,2023-11-22,50,449.5,0.05,427.02,160.0,267.02,3,Air
ORD-00836,CUST-018,GFV-C002,2023-11-05,2023-11-06,2,45.98,0,45.98,17.0,28.98,1,Courier
ORD-00837,CUST-012,GFV-A001,2023-12-13,2023-12-16,20,159.8,0.1,143.82,56.0,87.82,3,Courier
ORD-00838,CUST-007,GFV-S003,2023-12-20,2023-12-24,20,239.8,0.1,215.82,80.0,135.82,4,Air
ORD-00839,CUST-009,GFV-S001,2023-12-30,2024-01-06,2,25.98,0.1,23.38,9.0,14.38,7,Courier
ORD-00840,CUST-013,GFV-G001,2023-12-04,2023-12-09,20,279.8,0.05,265.81,100.0,165.81,5,Sea
ORD-00841,CUST-012,GFV-O001,2023-12-05,2023-12-14,10,149.9,0.1,134.91,55.0,79.91,9,Road
ORD-00842,CUST-007,GFV-N001,2023-12-26,2024-01-04,1,24.99,0.05,23.74,10.0,13.74,9,Road
ORD-00843,CUST-004,GFV-G003,2023-12-16,2023-12-21,5,34.95,0.05,33.2,14.0,19.2,5,Air
ORD-00844,CUST-015,GFV-F003,2023-12-13,2023-12-21,10,79.9,0,79.9,32.0,47.9,8,Road
ORD-00845,CUST-012,GFV-S004,2023-12-18,2023-12-23,20,179.8,0.05,170.81,70.0,100.81,5,Courier
ORD-00846,CUST-005,GFV-G001,2023-12-13,2023-12-15,10,139.9,0.1,125.91,50.0,75.91,2,Courier
ORD-00847,CUST-011,GFV-S004,2023-12-19,2023-12-27,5,44.95,0.1,40.46,17.5,22.96,8,Courier
ORD-00848,CUST-009,GFV-N003,2023-12-04,2023-12-10,2,23.98,0.05,22.78,9.0,13.78,6,Road
ORD-00849,CUST-012,GFV-A004,2023-12-31,2024-01-05,50,349.5,0.1,314.55,125.0,189.55,5,Courier
ORD-00850,CUST-013,GFV-C003,2023-12-11,2023-12-16,5,99.95,0,99.95,37.5,62.45,5,Air
ORD-00851,CUST-004,GFV-N003,2023-12-25,2023-12-28,5,59.95,0.05,56.95,22.5,34.45,3,Courier
ORD-00852,CUST-017,GFV-F002,2023-12-07,2023-12-10,10,99.9,0.15,84.92,38.0,46.92,3,Road
ORD-00853,CUST-008,GFV-O001,2023-12-30,2024-01-09,100,1499.0,0.05,1424.05,550.0,874.05,10,Courier
ORD-00854,CUST-006,GFV-O001,2023-12-28,2023-12-30,50,749.5,0.2,599.6,275.0,324.6,2,Air
ORD-00855,CUST-019,GFV-C004,2023-12-23,2023-12-29,50,899.5,0.15,764.57,350.0,414.57,6,Sea
ORD-00856,CUST-008,GFV-F003,2023-12-14,2023-12-21,20,159.8,0.05,151.81,64.0,87.81,7,Courier
ORD-00857,CUST-004,GFV-S001,2023-12-18,2023-12-21,5,64.95,0,64.95,22.5,42.45,3,Road
ORD-00858,CUST-006,GFV-A004,2023-12-27,2024-01-01,2,13.98,0,13.98,5.0,8.98,5,Air
ORD-00859,CUST-010,GFV-O003,2023-12-05,2023-12-12,100,3499.0,0,3499.0,1300.0,2199.0,7,Sea
ORD-00860,CUST-017,GFV-G001,2023-12-21,2023-12-29,20,279.8,0.05,265.81,100.0,165.81,8,Sea
ORD-00861,CUST-011,GFV-O004,2023-12-15,2023-12-20,10,199.9,0,199.9,75.0,124.9,5,Courier
ORD-00862,CUST-010,GFV-G002,2023-12-20,2023-12-21,5,39.95,0.05,37.95,15.0,22.95,1,Courier
ORD-00863,CUST-008,GFV-C002,2023-12-30,2024-01-04,10,229.9,0.1,206.91,85.0,121.91,5,Air
ORD-00864,CUST-013,GFV-S001,2023-12-19,2023-12-24,20,259.8,0.05,246.81,90.0,156.81,5,Road
ORD-00865,CUST-011,GFV-A002,2023-12-15,2023-12-20,2,17.98,0.05,17.08,6.4,10.68,5,Air
ORD-00866,CUST-015,GFV-F002,2023-12-22,2023-12-28,20,199.8,0.15,169.83,76.0,93.83,6,Air
ORD-00867,CUST-018,GFV-A001,2023-12-16,2023-12-21,20,159.8,0.05,151.81,56.0,95.81,5,Road
ORD-00868,CUST-013,GFV-A002,2023-12-10,2023-12-13,20,179.8,0.1,161.82,64.0,97.82,3,Road
ORD-00869,CUST-012,GFV-A001,2023-12-02,2023-12-08,2,15.98,0.2,12.78,5.6,7.18,6,Air
ORD-00870,CUST-004,GFV-C003,2023-12-10,2023-12-15,50,999.5,0,999.5,375.0,624.5,5,Sea
ORD-00871,CUST-016,GFV-C001,2023-12-20,2023-12-24,20,499.8,0.05,474.81,180.0,294.81,4,Sea
ORD-00872,CUST-016,GFV-F001,2023-12-22,2023-12-27,20,139.8,0,139.8,60.0,79.8,5,Sea
ORD-00873,CUST-001,GFV-C003,2023-12-26,2023-12-31,100,1999.0,0.05,1899.05,750.0,1149.05,5,Sea
ORD-00874,CUST-020,GFV-G003,2023-12-27,2024-01-01,10,69.9,0.1,62.91,28.0,34.91,5,Sea
ORD-00875,CUST-016,GFV-C002,2023-12-07,2023-12-13,20,459.8,0.1,413.82,170.0,243.82,6,Air
ORD-00876,CUST-008,GFV-F002,2023-12-02,2023-12-05,10,99.9,0.15,84.92,38.0,46.92,3,Sea
ORD-00877,CUST-008,GFV-F001,2023-12-13,2023-12-20,2,13.98,0.15,11.88,6.0,5.88,7,Air
ORD-00878,CUST-009,GFV-A004,2023-12-10,2023-12-20,5,34.95,0.05,33.2,12.5,20.7,10,Air
ORD-00879,CUST-013,GFV-O003,2023-12-04,2023-12-14,20,699.8,0.1,629.82,260.0,369.82,10,Road
ORD-00880,CUST-016,GFV-F001,2023-12-11,2023-12-15,20,139.8,0,139.8,60.0,79.8,4,Sea
ORD-00881,CUST-015,GFV-N002,2023-12-24,2023-12-31,5,44.95,0.1,40.46,17.5,22.96,7,Sea
ORD-00882,CUST-013,GFV-C003,2023-12-11,2023-12-16,1,19.99,0,19.99,7.5,12.49,5,Air
ORD-00883,CUST-005,GFV-F002,2023-12-22,2023-12-27,5,49.95,0,49.95,19.0,30.95,5,Air
ORD-00884,CUST-013,GFV-S003,2023-12-02,2023-12-12,100,1199.0,0.05,1139.05,400.0,739.05,10,Air
ORD-00885,CUST-004,GFV-A004,2023-12-03,2023-12-12,20,139.8,0.05,132.81,50.0,82.81,9,Sea
ORD-00886,CUST-004,GFV-F002,2023-12-29,2023-12-31,10,99.9,0.15,84.92,38.0,46.92,2,Courier
ORD-00887,CUST-015,GFV-G001,2023-12-30,2024-01-13,50,699.5,0.1,629.55,250.0,379.55,14,Road
ORD-00888,CUST-002,GFV-G003,2023-12-09,2023-12-12,2,13.98,0,13.98,5.6,8.38,3,Air
ORD-00889,CUST-006,GFV-O004,2023-12-09,2023-12-19,2,39.98,0.2,31.98,15.0,16.98,10,Sea
ORD-00890,CUST-013,GFV-C004,2023-12-20,2023-12-24,2,35.98,0.1,32.38,14.0,18.38,4,Sea
ORD-00891,CUST-018,GFV-G001,2023-12-20,2023-12-26,5,69.95,0,69.95,25.0,44.95,6,Air
ORD-00892,CUST-015,GFV-C001,2023-12-19,2023-12-26,50,1249.5,0,1249.5,450.0,799.5,7,Air
ORD-00893,CUST-008,GFV-S001,2023-12-30,2023-12-31,20,259.8,0.15,220.83,90.0,130.83,1,Air
ORD-00894,CUST-015,GFV-N001,2023-12-17,2023-12-24,10,249.9,0.1,224.91,100.0,124.91,7,Air
ORD-00895,CUST-008,GFV-G001,2023-12-18,2023-12-21,50,699.5,0.05,664.52,250.0,414.52,3,Road
ORD-00896,CUST-008,GFV-A003,2023-12-11,2023-12-18,100,949.0,0.05,901.55,350.0,551.55,7,Road
ORD-00897,CUST-007,GFV-O004,2023-12-18,2023-12-27,20,399.8,0,399.8,150.0,249.8,9,Sea
ORD-00898,CUST-019,GFV-A004,2023-12-06,2023-12-12,5,34.95,0.1,31.46,12.5,18.96,6,Air
ORD-00899,CUST-010,GFV-A003,2023-12-21,2023-12-28,10,94.9,0,94.9,35.0,59.9,7,Air
ORD-00900,CUST-020,GFV-S004,2023-12-07,2023-12-08,10,89.9,0,89.9,35.0,54.9,1,Road
